trade_id,signal_id,signal_type,entry_date,exit_date,direction,entry_price,exit_price,lots,lot_size,notional_entry,notional_exit,gross_pnl,costs,net_pnl,net_pnl_pct,equity_before,equity_after,exit_reason,days_held,regime,vix_at_entry,adx_at_entry,rsi_at_entry,overlay_modifier,overlay_detail,conviction_score,day_of_week,month,year,max_favorable,max_adverse,is_synthetic,structural_confidence,structural_strength
763,GUJRAL_DRY_8,DAILY,2026-01-05,2026-01-08,LONG,26250.3,25876.85,1,25,656258,646921,-9336,1171,-10507,-1.601,2671823,2661315,RULE,3,RANGE_BOUND,10.0,12.3,58.8,1.0,,0.5,0,1,2026,0.0,0.0,False,0.0,
764,GAMMA_SQUEEZE,STRUCTURAL,2026-01-13,2026-01-21,SHORT,25732.3,24960.33,1,25,643308,624008,19299,1139,18160,2.823,2661315,2679475,TP,5,RANGE_BOUND,11.2,14.9,41.2,0.983,"VIX_TRANSMISSION=0.95(BEARISH), RBI_INTERVENTION=1.00(NEUTRAL), PREOPEN_AUCTION=1.00(NEUTRAL)",0.698,1,1,2026,3.16,0.55,True,0.42,WEAK
765,GAMMA_SQUEEZE,STRUCTURAL,2026-01-20,2026-02-03,SHORT,25232.5,25737.15,1,25,630812,643429,-12616,1147,-13763,-2.182,2679475,2665712,SL,9,RANGE_BOUND,12.7,18.2,29.3,1.0,"VIX_TRANSMISSION=1.00(NEUTRAL), RBI_INTERVENTION=1.00(NEUTRAL), PREOPEN_AUCTION=1.00(NEUTRAL)",0.76,1,1,2026,2.19,4.39,True,0.52,MODERATE
766,KAUFMAN_DRY_12,DAILY,2026-01-21,2026-02-02,SHORT,25157.5,25088.4,1,25,628938,627210,1727,1131,597,0.095,2665712,2666309,TIME,7,TRANSITIONAL,13.8,20.5,27.9,1.0,,0.5,2,1,2026,0.0,0.0,False,0.0,
767,KAUFMAN_DRY_16,DAILY,2026-01-12,2026-02-04,SHORT,25790.25,25776.0,1,25,644756,644400,356,1159,-803,-0.125,2666309,2665506,MAX_HOLD,15,RANGE_BOUND,11.4,14.2,42.8,1.0,,0.5,0,1,2026,0.0,0.0,False,0.0,
768,KAUFMAN_DRY_20,DAILY,2026-01-29,2026-02-09,LONG,25418.9,25867.3,1,25,635472,646682,11210,1154,10056,1.582,2665506,2675562,RULE,7,TRANSITIONAL,13.4,25.9,43.1,1.0,,0.5,3,1,2026,0.0,0.0,False,0.0,
769,KAUFMAN_DRY_12,DAILY,2026-02-03,2026-02-12,SHORT,25727.55,25807.2,1,25,643189,645180,-1991,1159,-3150,-0.49,2675562,2672412,TIME,7,TRANSITIONAL,12.9,26.5,53.2,1.0,,0.5,1,2,2026,0.0,0.0,False,0.0,
770,KAUFMAN_DRY_16,DAILY,2026-02-09,2026-02-13,LONG,25867.3,25471.1,1,25,646682,636778,-9905,1154,-11059,-1.71,2672412,2661353,RULE,4,TRANSITIONAL,12.2,21.8,56.0,1.0,,0.5,0,2,2026,0.0,0.0,False,0.0,
771,GUJRAL_DRY_8,DAILY,2026-02-16,2026-02-19,LONG,25682.75,25454.35,1,25,642069,636359,-5710,1150,-6860,-1.068,2661353,2654494,RULE,3,RANGE_BOUND,13.3,18.1,50.3,1.0,,0.5,0,2,2026,0.0,0.0,False,0.0,
772,BULKOWSKI_ADAM_EVE,DAILY,2026-01-22,2026-02-20,LONG,25289.9,25571.25,1,25,632248,639281,7034,1144,5889,0.932,2654494,2660383,MAX_HOLD,20,TRANSITIONAL,13.4,21.7,33.8,1.0,,0.5,3,1,2026,0.0,0.0,False,0.0,
773,GAMMA_SQUEEZE,STRUCTURAL,2026-02-24,2026-03-02,SHORT,25424.65,24661.91,1,25,635616,616548,19068,1126,17942,2.823,2660383,2678325,TP,4,RANGE_BOUND,14.1,15.4,44.8,1.0,"VIX_TRANSMISSION=1.00(NEUTRAL), RBI_INTERVENTION=1.00(NEUTRAL), PREOPEN_AUCTION=1.00(NEUTRAL)",0.71,1,2,2026,3.23,0.9,True,0.42,WEAK
774,KAUFMAN_DRY_16,DAILY,2026-02-19,2026-03-04,SHORT,25454.35,24690.72,1,25,636359,617268,19091,1128,17963,2.823,2678325,2696288,TP,8,RANGE_BOUND,13.5,15.9,44.8,1.0,,0.5,3,2,2026,0.0,0.0,False,0.0,
775,KAUFMAN_DRY_16,DAILY,2026-03-06,2026-03-12,SHORT,24450.45,23716.94,1,25,611261,592923,18338,1085,17253,2.822,2696288,2713541,TP,4,TRANSITIONAL,19.9,23.6,32.9,1.0,,0.5,4,3,2026,0.0,0.0,False,0.0,
776,KAUFMAN_DRY_12,DAILY,2026-03-04,2026-03-12,SHORT,24480.5,23746.08,1,25,612012,593652,18360,1114,17247,2.818,2713541,2730788,TP,6,TRANSITIONAL,21.1,21.2,29.5,1.0,,0.5,2,3,2026,0.0,0.0,False,0.0,
777,BULKOWSKI_ADAM_EVE,DAILY,2026-03-10,2026-03-13,LONG,24261.6,23533.75,1,25,606540,588344,-18196,1077,-19273,-3.178,2730788,2711514,SL,3,HIGH_VOL_TRENDING,18.9,26.9,33.8,1.0,,0.5,1,3,2026,0.0,0.0,False,0.0,
