entry_date,exit_date,dir,entry,exit,pts,running,reason,days
2015-12-24,2016-01-04,LONG,7861.0,7791.3,-69.8,-69.8,signal,6
2016-02-01,2016-02-02,LONG,7556.0,7455.6,-100.4,-170.2,signal,1
2016-03-08,2016-04-07,LONG,7485.3,7546.4,61.1,-109.1,signal,20
2016-04-21,2016-05-03,LONG,7912.0,7747.0,-165.1,-274.2,stop,8
2016-05-31,2016-06-24,LONG,8160.1,8088.6,-71.5,-345.7,signal,17
2016-07-13,2016-08-04,LONG,8519.5,8551.1,31.6,-314.1,signal,16
2016-08-09,2016-08-10,LONG,8678.2,8575.3,-103.0,-417.1,signal,1
2016-08-19,2016-08-22,LONG,8666.9,8629.2,-37.8,-454.9,signal,1
2016-09-07,2016-09-12,LONG,8918.0,8715.6,-202.4,-657.3,stop,3
2016-12-14,2016-12-19,LONG,8182.4,8104.4,-78.1,-735.4,signal,3
2017-01-02,2017-04-13,LONG,8179.5,9150.8,971.3,235.9,signal,69
2017-04-27,2017-05-24,LONG,9342.2,9360.6,18.4,254.3,signal,18
2017-05-31,2017-06-23,LONG,9621.2,9575.0,-46.3,208.0,signal,17
2017-07-04,2017-08-09,LONG,9613.3,9908.0,294.8,502.8,signal,26
2017-09-04,2017-09-22,LONG,9912.8,9964.4,51.5,554.3,signal,14
2017-10-11,2017-11-13,LONG,9984.8,10225.0,240.2,794.5,signal,22
2017-11-28,2017-11-30,LONG,10370.2,10226.6,-143.7,650.8,signal,2
2017-12-20,2018-02-02,LONG,10444.2,10760.6,316.4,967.2,signal,30
2018-04-18,2018-05-17,LONG,10526.2,10682.7,156.5,1123.7,signal,20
2018-06-01,2018-06-04,LONG,10696.2,10628.5,-67.7,1056.0,signal,1
2018-06-21,2018-06-27,LONG,10741.1,10671.4,-69.7,986.3,signal,4
2018-07-18,2018-09-04,LONG,10980.4,11520.3,539.8,1526.1,signal,32
2018-11-01,2018-12-06,LONG,10380.4,10601.2,220.7,1746.8,signal,23
2019-02-26,2019-02-27,LONG,10835.3,10806.6,-28.6,1718.2,signal,1
2019-03-20,2019-04-22,LONG,11521.0,11594.4,73.4,1791.6,signal,20
2019-04-25,2019-05-06,LONG,11641.8,11598.2,-43.5,1748.1,signal,5
2019-05-21,2019-06-14,LONG,11709.1,11823.3,114.2,1862.3,signal,17
2019-09-12,2019-09-17,LONG,10982.8,10817.6,-165.2,1697.1,signal,3
2019-10-01,2019-10-04,LONG,11359.9,11174.8,-185.1,1512.0,signal,2
2019-10-22,2019-12-06,LONG,11588.4,11921.5,333.1,1845.1,signal,31
2019-12-16,2020-01-06,LONG,12054.0,11993.0,-60.9,1784.2,signal,14
2020-01-20,2020-01-21,LONG,12224.6,12169.8,-54.7,1729.5,signal,1
2020-02-14,2020-02-17,LONG,12113.4,12045.8,-67.7,1661.8,signal,1
2020-02-20,2020-02-24,LONG,12080.8,11829.4,-251.5,1410.3,stop,1
2020-04-15,2020-05-12,LONG,8925.3,9196.6,271.2,1681.5,signal,18
2020-06-24,2020-08-03,LONG,10305.3,10891.6,586.3,2267.8,signal,28
2020-08-13,2020-09-04,LONG,11300.4,11333.8,33.4,2301.2,signal,16
2020-09-14,2020-09-21,LONG,11440.0,11250.6,-189.5,2111.7,signal,5
2020-10-15,2020-10-28,LONG,11680.4,11729.6,49.2,2160.9,signal,9
2020-11-19,2021-01-25,LONG,12771.7,14238.9,1467.2,3628.1,signal,45
2021-02-09,2021-02-22,LONG,15109.3,14675.7,-433.6,3194.5,stop,9
2021-03-12,2021-03-15,LONG,15031.0,14929.5,-101.5,3093.0,signal,1
2021-06-01,2021-06-30,LONG,15574.8,15721.5,146.6,3239.6,signal,21
2021-07-06,2021-07-08,LONG,15818.2,15727.9,-90.4,3149.2,signal,2
2021-07-16,2021-07-19,LONG,15923.4,15752.4,-171.0,2978.2,signal,1
2021-08-18,2021-10-01,LONG,16568.8,17532.0,963.2,3941.4,signal,30
2021-10-06,2021-10-28,LONG,17646.0,17857.2,211.2,4152.6,signal,15
2021-12-29,2022-01-21,LONG,17213.6,17617.2,403.6,4556.2,signal,17
2022-03-21,2022-04-18,LONG,17117.6,17173.6,56.1,4612.3,signal,18
2022-06-03,2022-06-10,LONG,16584.3,16201.8,-382.5,4229.8,stop,5
