entry_date,exit_date,dir,entry,exit,pts,running,reason,days
2015-11-10,2015-11-11,SHORT,7783.4,7825.0,-41.6,-41.6,signal,1
2015-11-16,2015-11-18,LONG,7806.6,7731.8,-74.8,-116.4,signal,2
2015-11-19,2015-11-23,LONG,7842.8,7849.2,6.5,-109.9,signal,2
2015-11-27,2015-11-30,LONG,7942.7,7935.2,-7.4,-117.3,signal,1
2015-12-02,2015-12-09,SHORT,7931.4,7612.5,318.9,201.6,tp,5
2015-12-14,2015-12-18,LONG,7650.0,7762.0,111.9,313.5,signal,4
2015-12-21,2015-12-22,LONG,7834.4,7786.1,-48.3,265.2,signal,1
2015-12-23,2015-12-24,LONG,7866.0,7861.0,-4.9,260.3,signal,1
2015-12-29,2015-12-30,LONG,7929.0,7896.2,-32.7,227.6,signal,1
2016-01-01,2016-01-04,LONG,7963.2,7791.3,-171.9,55.7,stop,1
2016-01-08,2016-01-11,LONG,7601.4,7563.8,-37.5,18.2,signal,1
2016-01-12,2016-01-13,SHORT,7510.3,7562.4,-52.1,-33.9,signal,1
2016-01-14,2016-01-19,SHORT,7536.8,7435.1,101.7,67.8,signal,3
2016-01-22,2016-01-28,LONG,7422.4,7424.6,2.2,70.0,signal,3
2016-02-01,2016-02-04,SHORT,7556.0,7404.0,151.9,221.9,signal,3
2016-02-08,2016-02-11,SHORT,7387.2,6976.4,410.9,632.8,tp,3
2016-02-16,2016-02-17,SHORT,7048.2,7108.4,-60.2,572.6,signal,1
2016-02-18,2016-02-23,LONG,7191.8,7109.6,-82.2,490.4,signal,3
2016-02-26,2016-02-29,LONG,7029.8,6987.0,-42.7,447.7,signal,1
2016-03-01,2016-03-03,LONG,7222.3,7475.6,253.3,701.0,tp,2
2016-03-08,2016-03-09,SHORT,7485.3,7531.8,-46.5,654.5,signal,1
2016-03-10,2016-03-11,SHORT,7486.2,7510.2,-24.1,630.4,signal,1
2016-03-14,2016-03-15,LONG,7538.8,7460.6,-78.1,552.3,signal,1
2016-03-18,2016-03-28,LONG,7604.4,7615.1,10.8,563.1,signal,4
2016-03-29,2016-03-30,SHORT,7597.0,7735.2,-138.2,424.9,signal,1
2016-04-01,2016-04-04,SHORT,7713.0,7758.8,-45.8,379.1,signal,1
2016-04-06,2016-04-07,LONG,7614.4,7546.4,-67.9,311.2,signal,1
2016-04-08,2016-04-13,LONG,7555.2,7850.4,295.2,606.4,tp,3
2016-04-18,2016-04-21,LONG,7914.7,7912.0,-2.6,603.8,signal,2
2016-04-22,2016-04-26,SHORT,7899.3,7962.6,-63.3,540.5,signal,2
2016-04-29,2016-05-02,LONG,7849.8,7805.9,-43.9,496.6,signal,1
2016-05-05,2016-05-06,LONG,7735.5,7733.4,-2.1,494.5,signal,1
2016-05-09,2016-05-11,LONG,7866.0,7848.8,-17.2,477.3,signal,2
2016-05-12,2016-05-13,LONG,7900.4,7814.9,-85.5,391.8,signal,1
2016-05-17,2016-05-18,LONG,7890.8,7870.2,-20.6,371.2,signal,1
2016-05-20,2016-05-24,SHORT,7749.7,7748.8,0.8,372.0,signal,2
2016-05-27,2016-05-31,LONG,8156.6,8160.1,3.5,375.5,signal,2
2016-06-01,2016-06-06,LONG,8180.0,8201.0,21.1,396.6,signal,3
2016-06-08,2016-06-09,LONG,8273.0,8203.6,-69.4,327.2,signal,1
2016-06-13,2016-06-15,SHORT,8110.6,8206.6,-96.0,231.2,signal,2
2016-06-17,2016-06-22,LONG,8170.2,8203.7,33.5,264.7,signal,2
2016-06-27,2016-07-04,LONG,8094.7,8370.7,276.0,540.7,tp,5
2016-07-05,2016-07-07,SHORT,8336.0,8337.9,-1.9,538.8,signal,1
2016-07-08,2016-07-11,SHORT,8323.2,8467.9,-144.7,394.1,signal,1
2016-07-14,2016-07-15,LONG,8565.0,8541.4,-23.6,370.5,signal,1
2016-07-18,2016-07-19,SHORT,8508.7,8528.6,-19.8,350.7,signal,1
2016-07-20,2016-07-21,LONG,8565.8,8510.1,-55.8,294.9,signal,1
2016-07-22,2016-07-26,LONG,8541.2,8590.6,49.4,344.3,signal,2
2016-07-29,2016-08-04,SHORT,8638.5,8551.1,87.4,431.7,signal,4
2016-08-05,2016-08-09,LONG,8683.2,8678.2,-4.9,426.8,signal,2
2016-08-10,2016-08-11,SHORT,8575.3,8592.2,-16.9,409.9,signal,1
2016-08-16,2016-08-18,SHORT,8642.6,8673.2,-30.7,379.2,signal,2
2016-08-22,2016-08-23,SHORT,8629.2,8632.6,-3.5,375.7,signal,1
2016-08-24,2016-08-25,LONG,8650.3,8592.2,-58.1,317.6,signal,1
2016-08-26,2016-08-29,SHORT,8572.6,8607.4,-34.9,282.7,signal,1
2016-09-01,2016-09-02,SHORT,8774.6,8809.6,-35.0,247.7,signal,1
2016-09-08,2016-09-09,LONG,8952.5,8866.7,-85.8,161.9,signal,1
2016-09-14,2016-09-20,LONG,8726.6,8775.9,49.3,211.2,signal,4
2016-09-26,2016-09-28,SHORT,8723.0,8745.2,-22.1,189.1,signal,2
2016-09-30,2016-10-05,LONG,8611.2,8744.0,132.8,321.9,signal,3
2016-10-07,2016-10-10,SHORT,8697.6,8708.8,-11.2,310.7,signal,1
2016-10-14,2016-10-17,LONG,8583.4,8520.4,-63.0,247.7,signal,1
2016-10-19,2016-10-20,SHORT,8659.1,8699.4,-40.3,207.4,signal,1
2016-10-21,2016-10-24,SHORT,8693.0,8709.0,-15.9,191.5,signal,1
2016-10-28,2016-11-01,LONG,8638.0,8626.2,-11.8,179.7,signal,1
2016-11-02,2016-11-07,SHORT,8514.0,8497.0,17.0,196.7,signal,3
2016-11-10,2016-11-11,LONG,8525.8,8296.3,-229.5,-32.8,stop,1
2016-11-16,2016-11-17,LONG,8111.6,8080.0,-31.7,-64.5,signal,1
2016-11-18,2016-11-22,SHORT,8074.1,8002.3,71.8,7.3,signal,2
2016-11-23,2016-11-24,LONG,8033.3,7965.5,-67.8,-60.5,signal,1
2016-11-25,2016-12-01,LONG,8114.3,8192.9,78.6,18.1,signal,4
2016-12-05,2016-12-07,LONG,8128.8,8102.0,-26.7,-8.6,signal,2
2016-12-08,2016-12-12,LONG,8246.8,8170.8,-76.1,-84.7,signal,2
2016-12-14,2016-12-23,SHORT,8182.4,7985.8,196.7,112.0,hold,7
2016-12-26,2016-12-27,SHORT,7908.2,8032.8,-124.6,-12.6,signal,1
2016-12-30,2017-01-02,LONG,8185.8,8179.5,-6.3,-18.9,signal,1
2017-01-06,2017-01-10,SHORT,8243.8,8288.6,-44.8,-63.7,signal,2
2017-01-12,2017-01-13,LONG,8407.2,8400.4,-6.9,-70.6,signal,1
2017-01-16,2017-01-17,LONG,8412.8,8398.0,-14.8,-85.4,signal,1
2017-01-23,2017-01-30,LONG,8391.5,8632.8,241.2,155.8,signal,4
2017-02-01,2017-02-07,LONG,8716.4,8768.3,51.9,207.7,signal,4
2017-02-08,2017-02-14,LONG,8769.0,8792.3,23.2,230.9,signal,4
2017-02-16,2017-02-27,LONG,8778.0,8896.7,118.7,349.6,signal,6
2017-03-01,2017-03-02,LONG,8945.8,8899.8,-46.0,303.6,signal,1
