entry_date,exit_date,dir,entry,exit,pts,running,reason,days
2015-11-23,2015-12-03,LONG,7849.2,7864.2,14.9,14.9,signal,6
2015-12-17,2016-01-04,LONG,7844.4,7791.3,-53.1,-38.2,signal,11
2016-01-27,2016-02-02,LONG,7437.8,7455.6,17.8,-20.4,signal,4
2016-02-19,2016-02-24,LONG,7210.8,7018.7,-192.1,-212.5,stop,3
2016-03-02,2016-03-15,LONG,7368.8,7460.6,91.8,-120.7,signal,8
2016-03-17,2016-03-28,LONG,7512.6,7615.1,102.6,-18.1,signal,5
2016-03-31,2016-04-05,LONG,7738.4,7603.2,-135.2,-153.3,signal,3
2016-04-12,2016-04-25,LONG,7709.0,7855.0,146.1,-7.2,signal,6
2016-04-26,2016-04-28,LONG,7962.6,7847.2,-115.4,-122.6,signal,2
2016-05-10,2016-05-13,LONG,7887.8,7814.9,-72.9,-195.5,signal,3
2016-05-16,2016-05-19,LONG,7860.8,7783.4,-77.4,-272.9,signal,3
2016-05-26,2016-06-09,LONG,8069.6,8203.6,134.0,-138.9,signal,10
2016-06-22,2016-06-24,LONG,8203.7,8088.6,-115.1,-254.0,signal,2
2016-06-30,2016-07-08,LONG,8287.8,8323.2,35.5,-218.5,signal,5
2016-07-11,2016-07-18,LONG,8467.9,8508.7,40.8,-177.7,signal,5
2016-07-20,2016-07-21,LONG,8565.8,8510.1,-55.8,-233.5,signal,1
2016-07-26,2016-08-01,LONG,8590.6,8636.6,45.9,-187.6,signal,4
2016-08-08,2016-08-10,LONG,8711.4,8575.3,-136.1,-323.7,signal,2
2016-08-16,2016-08-22,LONG,8642.6,8629.2,-13.4,-337.1,signal,4
2016-08-31,2016-09-09,LONG,8786.2,8866.7,80.5,-256.6,signal,6
2016-09-23,2016-09-26,LONG,8831.6,8723.0,-108.5,-365.1,signal,1
2016-10-04,2016-10-07,LONG,8769.2,8697.6,-71.5,-436.6,signal,3
2016-10-19,2016-10-26,LONG,8659.1,8615.2,-43.9,-480.5,signal,5
2016-11-09,2016-11-11,LONG,8432.0,8296.3,-135.7,-616.2,signal,2
2016-11-28,2016-12-02,LONG,8126.9,8086.8,-40.1,-656.3,signal,4
2016-12-09,2016-12-12,LONG,8261.8,8170.8,-90.9,-747.2,signal,1
2016-12-30,2017-01-18,LONG,8185.8,8417.0,231.2,-516.0,signal,13
